host,ping,pong,payload,domain,n,min,p50,p90,p99,p999,max,status
m1,zerodds,zerodds,0,150,2000,31.75,38.25,46.875,72.209,112.25,131.375,ok
m1,cyclone,cyclone,0,151,2000,35,40.875,49.375,65.458,109,112.208,ok
m1,fastdds,fastdds,0,152,2000,5093.92,6329.75,12547.7,12641.3,12733.6,13217.6,ok
m1,rti,rti,0,153,2000,27.416,34.834,45.292,99,123.5,145.958,ok
m1,opendds,opendds,0,154,2000,235.042,400.584,477.834,552.916,591.792,658.875,ok
